"Spanish","Picture","English","Audio","Ranking","tags","deck"
"abanico (nm)","<img src=""paste-1777515165122561.jpg"" />","range, handheld fan","[sound:yandex-be5bc809-9cd7e092-61995f73-6a0372f9-fbf64042.mp3]","4422"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"aburrimiento (nm)","<img src=""paste-1779606814195713.jpg"" />","boredom","[sound:yandex-3e322aac-b58803d7-1953a7e7-8195a9e7-f58c1bec.mp3]","4488"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"acercamiento (nm)","<img src=""paste-1781698463268865.jpg"" />","approach, approximation","[sound:yandex-9ef77de5-4a092363-8d5e4e25-2a3d1619-0c03c531.mp3]","4334"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"acierto (nm)","<img src=""paste-1783790112342017.jpg"" />","good aim, guess, hit","[sound:yandex-8ede5b28-2217152a-64a7a8e0-f5fb8a85-a41449c9.mp3]","4248"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"adelanto (nm)","<img src=""paste-46974057316353.jpg"" />","advance, progress [also avance]","[sound:yandex-ecdba976-5e93dcb1-63ff5009-08618947-0e33d23c.mp3]","4210"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"aislamiento (nm)","<img src=""paste-1787973410488321.jpg"" />","isolation","[sound:yandex-9659fddf-324093ab-60ace336-6078afe7-b2f90104.mp3]","4017"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"ajuste (nm)","<img src=""paste-1790065059561473.jpg"" />","adjustment, settlement","[sound:yandex-2319ca80-fcff3c92-9b44fe38-04f7604e-04d3bf65.mp3]","4006"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"alambre (nm)","<img src=""paste-1792156708634625.jpg"" />","wire","[sound:yandex-fa2e8f82-3bb46cff-f56bf79e-57833b6d-bc279c39.mp3]","4255"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"aliado (nm)","<img src=""paste-1794248357707777.jpg"" />","ally","[sound:yandex-5b70a7f8-8fd79aa3-06b7942d-1d993a32-527a693e.mp3]","4086"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"alivio (nm)","<img src=""paste-1796340006780929.jpg"" />","relief, unburdening","[sound:yandex-7c429a58-212a6a6f-c98fe6ba-1cd93cdf-c611d07a.mp3]","4018"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"altar (nm)","<img src=""paste-1798431655854081.jpg"" />","altar","[sound:yandex-02e901e9-ea60ed28-392f87ee-9e2c89c4-e8b88aac.mp3]","4247"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"amparo (nm)","<img src=""paste-52501680226305 (1).jpg"" />","protection, shelter","[sound:yandex-e1fab3df-41d631ce-1155082d-f11df504-9af5efd2.mp3]","4289"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"anhelo (nm)","<img src=""paste-1802619248967681.jpg"" />","longing, yearning","[sound:yandex-9854c617-d9931160-ed4e9d12-2119d61c-2eae0be6.mp3]","4401"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"apetito (nm)","<img src=""paste-1804710898040833.jpg"" />","appetite","[sound:yandex-1ddcdfb0-07cb8e8b-9edbad7a-886dc830-5f61e9d9.mp3]","4082"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"arranque (nm)","<img src=""paste-63707249901569 (1).jpg"" />","start, outburst, kick-start","[sound:yandex-480b4ebe-4c32e3aa-a9df98ef-a9821bf5-5e72782e.mp3]","4077"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"arroyo (nm)","<img src=""paste-1808894196187137.jpg"" />","brook, stream, gutter","[sound:yandex-fb3160c1-9d522f24-d6d9ff66-3e4f33bb-3c58f2e9.mp3]","4218"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"asco (nm)","<img src=""paste-1810985845260289.jpg"" />","disgust","[sound:yandex-23d0ac84-8b68e15c-8517a8ee-a304730e-1e047a41.mp3]","4375"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"atardecer (nm)","<img src=""paste-1813077494333441.jpg"" />","evening, dusk","[sound:yandex-eb405056-325addef-a38d8afb-9f36ec08-4e309fde.mp3]","4186"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"atributo (nm)","<img src=""paste-325451146854401.jpg"" />","attribute, quality","[sound:yandex-36b493c9-57a5878d-089d6470-60a17461-d6867a7a.mp3]","4094"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"bastón (nm)","<img src=""paste-318158292385793.jpg"" />","walking cane","[sound:yandex-498ff49b-1aae5c6e-b238b5e8-d7e85eb6-04abc668.mp3]","4454"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"bigote (nm)","<img src=""paste-1819339556651009.jpg"" />","mustache","[sound:yandex-498c541a-717ee949-7904dcdb-dc90f7f6-7eb974ab.mp3]","4182"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"a bordo (nm)","<img src=""paste-358333416472577.jpg"" />","on board","[sound:yandex-614ef423-2cba4c0e-f2fb8145-70de4acd-d8485a15.mp3]","4341"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"catálogo (nm)","<img src=""paste-1823522854797313.jpg"" />","catalog","[sound:yandex-4de6ac3b-ec60bc41-40d474ac-d79cf327-83c1f665.mp3]","4287"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"caudal (nm)","<img src=""paste-304070799654913.jpg"" />","volume, abundance, fortune","[sound:yandex-37374cfa-60c0ab47-c281d6ca-2bba9246-953cbc4e.mp3]","4296"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"chorro (nm)","<img src=""paste-1827706152943617.jpg"" />","stream, jet, spurt","[sound:yandex-f4225e5c-28c4cdeb-27f4a88b-2438bb37-70044a46.mp3]","4361"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"clavo (nm)","<img src=""paste-1829797802016769.jpg"" />","nail, tack, peg","[sound:yandex-59a02b55-59691a36-8b0a99bb-bc7d427d-79de792e.mp3]","4363"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"codo (nm)","<img src=""paste-1831889451089921.jpg"" />","elbow","[sound:yandex-3844b75e-ac0a9448-d3747a52-3425db55-cc2caa1f.mp3]","4412"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"colchón (nm)","<img src=""paste-1833981100163073.jpg"" />","mattress","[sound:yandex-2c26440a-fa9caca4-6162f01d-13fa5a19-2e86fdf4.mp3]","4449"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"collar (nm)","<img src=""paste-1836072749236225.jpg"" />","collar, necklace","[sound:yandex-2349ee66-90890c07-33cffdef-f28c79c7-5061068b.mp3]","4197"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"comisario (nm)","<img src=""paste-299191716806657.jpg"" />","commissioner, delegate","[sound:yandex-efa83b37-7fc6db1d-25c78cfe-da61d253-cd31e77a.mp3]","4332"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"compás (nm)","<img src=""paste-1840243162480641.jpg"" />","rhythm, time, compass","[sound:yandex-e1a1c3eb-945c60ee-25eba688-33c09c99-c53b2582.mp3]","4194"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"comprador (nm)","<img src=""paste-1842334811553793.jpg"" />","buyer","[sound:yandex-64d7bd1f-ef14edc5-483f9fae-30c032ae-7d5a6c29.mp3]","4266"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"conejo (nm)","<img src=""paste-1844426460626945.jpg"" />","rabbit","[sound:yandex-3306386f-d6eb0d30-ff831fc6-bf852802-f21bb4e5.mp3]","4316"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"conocedor (nm)","<img src=""paste-1846518109700097.jpg"" />","expert, judge, connoisseur","[sound:yandex-8a1042e0-8d50178a-3d76536d-73eab02e-4817d96f.mp3]","4245"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"consuelo (nm)","<img src=""paste-297735722893313.jpg"" />","comfort, consolation","[sound:yandex-aa11a6be-00d2657f-609cc9a6-7ea251e5-532033bf.mp3]","4031"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"contorno (nm)","<img src=""paste-1850701407846401.jpg"" />","outline, perimeter, edge","[sound:yandex-c67c2412-658bfb16-f97c1fee-99fd4726-940fcada.mp3]","4339"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"convento (nm)","<img src=""paste-1852793056919553.jpg"" />","convent, monastery","[sound:yandex-407674dc-6a7d8ac7-da9d88ab-517db23d-551db8ad.mp3]","4217"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"corral (nm)","<img src=""paste-1854884705992705.jpg"" />","corral, yard","[sound:yandex-74327a4b-61bc38c4-e9e4b820-73f85ede-acabe257.mp3]","4302"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"cuerno (nm)","<img src=""paste-1856976355065857.jpg"" />","horn, antler","[sound:yandex-7596a93a-0b474130-ae10e687-9fe479f3-95d1ed7b.mp3]","4326"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"desacuerdo (nm)","<img src=""paste-278751967444993.jpg"" />","disagreement","[sound:yandex-e282f346-84965823-7eddb556-9f464bfe-c1e53c5c.mp3]","4038"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"deterioro (nm)","<img src=""paste-1861146768310273.jpg"" />","deterioration, damage","[sound:yandex-b6481229-86ef40b0-8be2c39b-33765d00-421b1246.mp3]","4138"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"diccionario (nm)","<img src=""paste-1863238417383425.jpg"" />","dictionary","[sound:yandex-e505b783-a3b22ab0-0df36ec7-2985f422-f1063533.mp3]","4223"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"disparate (nm)","<img src=""paste-1865330066456577.jpg"" />","nonsense, blunder","[sound:yandex-f7e4c4eb-85f03521-5144142c-41406452-685403eb.mp3]","4022"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"egoísmo (nm)","<img src=""paste-1867421715529729.jpg"" />","selfishness","[sound:yandex-4654496b-ea247fc2-bef5512a-2cb8f630-334d2cdc.mp3]","4340"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"elogio (nm)","<img src=""paste-1869513364602881.jpg"" />","praise, eulogy, compliment","[sound:yandex-350ba9d0-1e997cb5-2bce5b3d-47d0a951-6a879979.mp3]","4062"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"embarazo (nm)","<img src=""paste-1871605013676033.jpg"" />","pregnancy","[sound:yandex-4b7baada-0b695d61-cd9881bb-95f5a377-b3ab423a.mp3]","4051"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"emisor (nm)","<img src=""paste-58566174048257.jpg"" />","transmitter, emitter","[sound:yandex-db7ea907-6f117cdc-614dc6d5-6bed83f3-1612e33c.mp3]","4103"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"enlace (nm)","<img src=""paste-264174848442369.jpg"" />","link, connection, bond","[sound:yandex-00299520-8b83a28e-89cdbcaa-0065a6d0-7e72a989.mp3]","4220"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"entierro (nm)","<img src=""paste-1877897140764673.jpg"" />","burial","[sound:yandex-25660b63-e6bbe343-8ee9e845-5be5ac1e-2bdd94e1.mp3]","4008"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"entrenamiento (nm)","<img src=""paste-1879988789837825.jpg"" />","training","[sound:yandex-4dbbd823-6aa88a70-1519687a-569ec111-3a3c1c79.mp3]","4019"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"esqueleto (nm)","<img src=""paste-1882080438910977.jpg"" />","skeleton, framework","[sound:spanishdict-cbb90bbf-38ebedcc-a61639b6-2b264978-a191442e.mp3]","4121"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"estallido (nm)","<img src=""paste-163260296855553 (2).jpg"" />","crash, outbreak, explosion","[sound:yandex-50f44b3e-1a6b2f9d-838ac7e8-21eec11d-cd2eef68.mp3]","4445"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"frasco (nm)","<img src=""paste-1886263737057281.jpg"" />","bottle, jar, flask","[sound:yandex-c15b73ca-50efc180-e2507118-52b6bbcf-e23ea45c.mp3]","4477"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"grueso (nm)","<img src=""paste-1888355386130433.jpg"" />","bulk, mass (nm)","[sound:yandex-01345363-d68dd804-b968182a-d933b5df-5183a567.mp3]","4474"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"herido (nm)","<img src=""paste-1890447035203585.jpg"" />","wounded (person) (nm)","[sound:yandex-c5b5cad7-a6270ab4-8e4b3c04-fb94e231-59d8578a.mp3]","4469"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"hígado (nm)","<img src=""paste-1892538684276737.jpg"" />","liver","[sound:yandex-f6e25f00-a1aa4fc7-64d95106-a67c582a-7ecd9314.mp3]","4203"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"intervalo (nm)","<img src=""paste-1894630333349889.jpg"" />","interval, gap","[sound:yandex-d932fe97-a9ed65e8-a9e28977-922ec867-f85f33e5.mp3]","4214"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"jovencito (nm)","<img src=""paste-1896730572357633.jpg"" />","young person","[sound:google-f3787df8-aa9f13ef-d9beedca-a858a017-b976a3e4.mp3]","4300"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"laberinto (nm)","<img src=""paste-1898822221430785.jpg"" />","maze, labyrinth","[sound:google-eb254699-4c506f7e-1dea38f4-988dae3a-7cd82ad4.mp3]","4348"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"lapso (nm)","<img src=""paste-62165356642305.jpg"" />","lapse","[sound:google-c611ac2d-1417849e-a0409708-3dac7d9d-3291c791.mp3]","4080"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"lío (nm)","<img src=""paste-1903009814544385.jpg"" />","mess, problem, bad situation","[sound:google-96f3bf32-df1c92ea-5b66cf71-9a6f6e1d-ff089a27.mp3]","4235"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"litro (nm)","<img src=""paste-220404836728833.jpg"" />","liter","[sound:google-746f68fd-7d085db9-5343d9c7-8e1e8bed-b35c8826.mp3]","4239"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"llanto (nm)","<img src=""paste-1907180227788801.jpg"" />","crying, weeping","[sound:google-1167be73-04d7ba8c-f9e6743e-b84281fc-b3273e42.mp3]","4163"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"mango (nm)","<img src=""paste-1909271876861953.jpg"" />","handle, mango","[sound:google-24cdeebc-4edd8e21-d89d0b61-5b7e66ec-870f9a13.mp3]","4256"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"manual (adj)","<img src=""paste-213116277227521.jpg"" />","manual (adj)","[sound:google-91e57ff4-f9027522-edcf356c-3cf1e698-d2ddf6a3.mp3]","4271"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"mármol (nm)","<img src=""paste-1913455175008257.jpg"" />","marble","[sound:google-111ff5e5-b0670f9b-004410e0-f8bc9ed3-d42cd9db.mp3]","4199"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"mozo (nm)","<img src=""paste-1915546824081409.jpg"" />","waiter, youth, bellboy","[sound:google-67e87bac-70393f67-9b0234ae-8f191552-34ed95bf.mp3]","4324"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"ocio (nm)","<img src=""paste-1917638473154561.jpg"" />","leisure time","[sound:google-926dbeb0-96247907-805ea29d-0daa3d29-db60571e.mp3]","4366"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"pilar (nm)","<img src=""paste-253454610071553.jpg"" />","pillar, column","[sound:google-bdf5f23e-07b975b8-0b8d847f-363d07e3-05b67318.mp3]","4128"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"pino (nm)","<img src=""paste-1921821771300865.jpg"" />","pine tree","[sound:google-310f7b8c-d4b844d8-0da28b34-4f293710-6f06211c.mp3]","4157"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"pleito (nm)","<img src=""paste-1923913420374017.jpg"" />","litigation, suit, dispute","[sound:google-27349b95-94bfb606-36da9559-1b7805b0-1aec715c.mp3]","4378"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"productor (nm)","<img src=""paste-1926005069447169.jpg"" />","producer","[sound:google-b381847d-7392073e-b8555e88-ab00e14d-44230757.mp3]","4312"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"protector (nm)","<img src=""paste-1928096718520321.jpg"" />","protector, defender","[sound:google-d9c57618-cadc2d16-16a9d246-dcff2ba8-a5147d51.mp3]","4288"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"ramo (nm)","<img src=""paste-1930188367593473.jpg"" />","bunch of flowers, branch","[sound:google-5feccc0c-2bc3c562-0c85e4e6-8973c836-11d13166.mp3]","4284"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"reclamo (nm)","<img src=""paste-1932280016666625.jpg"" />","claim, complaint, protest","[sound:google-c8332907-32506d24-005276e6-56a5a9dd-10425312.mp3]","4465"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"rencor (nm)","<img src=""paste-1934371665739777.jpg"" />","grudge, spite","[sound:google-227094c4-2ffdbde2-65bf1c01-b5dc15ba-970b6f79.mp3]","4387"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"repertorio (nm)","<img src=""paste-153283087826945.jpg"" />","repertoire, list, index","[sound:google-caac4e13-df948334-1030ef24-b3fde62c-bf3565aa.mp3]","4072"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"reportaje (nm)","<img src=""paste-1938554963886081.jpg"" />","news report","[sound:google-13434b66-01308c05-7eb22178-acf8bd0a-afc450f3.mp3]","4056"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"resentimiento (nm)","<img src=""paste-1940655202893825.jpg"" />","resentment","[sound:google-39fcb6ec-f29e9719-b9b8a556-80ac36c3-818054b7.mp3]","4110"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"riñón (nm)","<img src=""paste-1942746851966977.jpg"" />","kidney","[sound:google-c4a639a1-27d7c2e8-34f414c3-00a7a8e9-a6461793.mp3]","4292"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"rollo (nm)","<img src=""paste-1944838501040129.jpg"" />","roll, coil","[sound:google-da859b7f-56d7bd50-16b0dc3f-2fc3c7b5-37d48fda.mp3]","4014"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"rosario (nm)","<img src=""paste-58441619996673.jpg"" />","rosary, beads, string","[sound:google-fe9c8c87-71fca1b9-4ba97b48-49f53522-b3d22a4c.mp3]","4258"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"seguidor (nm)","<img src=""paste-174427211825153.jpg"" />","follower, supporter, fan","[sound:google-635687d0-1324ac63-4fadf4ff-7cad3a42-50466ab4.mp3]","4170"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"seminario (nm)","<img src=""paste-1951100563357697.jpg"" />","seminar, seminary","[sound:google-4029b3a3-934596f0-8fa048a7-2609ee83-8edf0b1d.mp3]","4108"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"sendero (nm)","<img src=""paste-1953192212430849.jpg"" />","foot path","[sound:google-f8900dd8-1501a9ee-b9f4ef6a-79ee9fb8-e439bfd9.mp3]","4036"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"sudor (nm)","<img src=""paste-1955283861504001.jpg"" />","sweat, perspiration","[sound:google-91a5cf6f-34a820b0-dee5726c-6f286002-b573dc63.mp3]","4081"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"tablero (nm)","<img src=""paste-1957375510577153.jpg"" />","board, panel","[sound:google-168c742a-3ad20e9c-df60b746-a84405c9-13682270.mp3]","4207"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"tacto (nm)","<img src=""paste-128479651692545.jpg"" />","sense of touch, feel","[sound:google-b400f430-87369ca8-f3d7cfde-14033a8a-51b4efb2.mp3]","4411"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"talón (nm)","<img src=""paste-1961545923821569.jpg"" />","heel, check, coupon, stub","[sound:google-fc0c240b-c9352ab8-081c9a42-332414ab-6282c9b4.mp3]","4447"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"tambor (nm)","<img src=""paste-1963637572894721.jpg"" />","drum","[sound:google-7d552cf7-81ecee9f-34ee4b13-457895a4-c20c7e0e.mp3]","4057"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"terremoto (nm)","<img src=""paste-1965729221967873.jpg"" />","earthquake","[sound:google-64129787-573bc0af-356996e1-e77172f8-01217a63.mp3]","4100"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"tinte (nm)","<img src=""paste-1967825166008321.jpg"" />","tint, dye","[sound:google-9a2bc111-1ea941a9-88cdca37-12a6506b-2f2ad5bd.mp3]","4451"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"trago (nm)","<img src=""paste-1969916815081473.jpg"" />","drink, [a] swallow","[sound:google-8b9937c0-5565adce-68e4bdf8-20064d53-d35cc3f1.mp3]","4215"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"traidor (nm)","<img src=""paste-116810225549313.jpg"" />","traitor","[sound:google-1460b846-3ce38c04-5e8aff59-e5e2858f-c661a53e.mp3]","4286"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"trance (nm)","<img src=""paste-33028298506241.jpg"" />","trance, fix, enrapture","[sound:google-7a1029ef-69aba7f4-bbf6f538-eff1b124-80b141a6.mp3]","4457"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"trapo (nm)","<img src=""paste-1976200352235521.jpg"" />","rag, cloth","[sound:google-7316fb92-6c9c9611-cafabcd8-4430d70b-5b1112e8.mp3]","4244"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"trastorno (nm)","<img src=""paste-1978300591243265.jpg"" />","confusion, trouble, upheaval","[sound:google-3e6945e1-f057da64-d638a20f-2dd269b6-3137e39f.mp3]","4298"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"triángulo (nm)","<img src=""paste-1980400830251009.jpg"" />","triangle","[sound:google-76e1a623-3f4835a9-79d56bb8-e629ea95-ff316505.mp3]","4016"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"truco (nm)","<img src=""paste-1982492479324161.jpg"" />","trick, ruse","[sound:google-3575fff2-630e399e-1fb413ee-66baec14-b54abf90.mp3]","4020"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
"turismo (nm)","<img src=""paste-1984584128397313.jpg"" />","tourism","[sound:google-c78d7882-2a16bb17-21ea61d4-4cca92e0-2ff4259f.mp3]","4012"," 4500 nm ","Essential Spanish Vocabulary Top 5000"
